,-1d_Vol1,-2d_Vol1,-3d_Vol1,-4d_Vol1,-5d_Vol1,10d_Avg_Vol1,21d_Avg_Vol1,63d_Avg_Vol1,-1d_Vol2,-2d_Vol2,-3d_Vol2,-4d_Vol2,-5d_Vol2,-1d_Spread,-2d_Spread,-3d_Spread,-4d_Spread,-5d_Spread,10d_Spread,21d_Spread,63d_Spread,-1d_upperwick,-2d_upperwick,-3d_upperwick,-4d_upperwick,-5d_upperwick,10d_upperwick,21d_upperwick,63d_upperwick,-1d_lowerwick,-2d_lowerwick,-3d_lowerwick,-4d_lowerwick,-5d_lowerwick,10d_lowerwick,21d_lowerwick,63d_lowerwick,Trade Price
2014-03-11,Low,Average,Low,Average,High,Average,Average,Average,Low,Low,Low,Low,Average,Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low,0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,178.424618529
2014-03-12,Average,Low,Average,Low,Average,Average,Average,Average,Low,Low,Low,Low,Low,N-Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,177.852994932
2014-03-13,Average,Average,Low,Average,Low,Average,Average,Average,Low,Low,Low,Low,Low,Very Low,N-Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,176.888545576
2014-03-14,High,Average,Average,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,N-Very Low,Very Low,N-Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,175.689185765
2014-03-17,High,High,Average,Average,Low,Average,Average,Average,Average,Average,Low,Low,Low,N-Very Low,N-Very Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,177.012198268
2014-03-18,Average,High,High,Average,Average,Average,Average,Average,Low,Average,Average,Low,Low,Very Low,N-Very Low,N-Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,178.217279884
2014-03-19,Average,Average,High,High,Average,Average,Average,Average,Low,Low,Average,Average,Low,Very Low,Very Low,N-Very Low,N-Very Low,Very Low,N-Very Low,Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,177.828264483
2014-03-20,Very High,Average,Average,High,High,Average,Average,Average,Average,Low,Low,Average,Average,N-Very Low,Very Low,Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,178.145940203
2014-03-21,Average,Very High,Average,Average,High,Average,Average,Average,Low,Average,Low,Low,Average,Very Low,N-Very Low,Very Low,Very Low,N-Very Low,N-Very Low,Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,0,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Low,178.314089636
2014-03-24,High,Average,Very High,Average,Average,Average,Average,Average,Average,Low,Average,Low,Low,N-Very Low,Very Low,N-Very Low,Very Low,Very Low,N-Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,177.549823908
2014-03-25,Average,High,Average,Very High,Average,High,Average,Average,Low,Average,Low,Average,Low,N-Very Low,N-Very Low,Very Low,N-Very Low,Very Low,N-Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,178.003605972
2014-03-26,Average,Average,High,Average,Very High,High,Average,Average,Low,Low,Average,Low,Average,N-Very Low,N-Very Low,N-Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Average,177.299533907
2014-03-27,Average,Average,Average,High,Average,High,Average,Average,Low,Low,Low,Average,Low,N-Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Average,176.382425951
2014-03-28,High,Average,Average,Average,High,High,Average,Average,Average,Low,Low,Low,Average,N-Very Low,N-Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Average,177.094144918
2014-03-31,Average,High,Average,Average,Average,Average,Average,Average,Low,Average,Low,Low,Low,Very Low,N-Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Average,178.557692813
2014-04-01,Average,Average,High,Average,Average,Average,Average,Average,Low,Low,Average,Low,Low,Very Low,Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Average,179.659184332
2014-04-02,Average,Average,Average,High,Average,Average,Average,Average,Low,Low,Low,Average,Low,Very Low,Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Average,180.329828093
2014-04-03,Low,Average,Average,Average,High,Average,Average,Average,Low,Low,Low,Low,Average,Very Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Average,180.357530481
2014-04-04,Low,Low,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Average,179.006696733
2014-04-07,High,Low,Low,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Average,176.565843778
2014-04-08,High,High,Low,Low,Average,Average,Average,Average,Average,Average,Low,Low,Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Average,176.589732201
2014-04-09,Average,High,High,Low,Low,Average,Average,Average,Low,Average,Average,Low,Low,Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Average,178.304536039
2014-04-10,Average,Average,High,High,Low,Average,Average,Average,Low,Low,Average,Average,Low,Very Low,Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Average,176.10060644
2014-04-11,High,Average,Average,High,High,Average,Average,Average,Average,Low,Low,Average,Average,N-Low,Very Low,Very Low,N-Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Average,173.581410381
2014-04-14,High,High,Average,Average,High,Average,Average,Average,Average,Average,Low,Low,Average,N-Very Low,N-Low,Very Low,Very Low,N-Very Low,N-Low,N-Very Low,N-Very Low,Very Low,Low,Very Low,Very Low,Very Low,Low,Low,Low,Very Low,Low,Very Low,Very Low,Very Low,Low,Very Low,Average,174.764105449
2014-04-15,High,High,High,Average,Average,Average,Average,Average,Average,Average,Average,Low,Low,Very Low,N-Very Low,N-Low,Very Low,Very Low,N-Low,N-Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Low,Low,Low,Very Low,Very Low,Low,Very Low,Very Low,Low,Very Low,Average,175.718474331
2014-04-16,High,High,High,High,Average,Average,Average,Average,Average,Average,Average,Average,Low,Very Low,Very Low,N-Very Low,N-Low,Very Low,N-Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Low,Low,Low,Very Low,Very Low,Very Low,Low,Very Low,Low,Low,Average,177.625304703
2014-04-17,Average,High,High,High,High,High,Average,Average,Low,Average,Average,Average,Average,Very Low,Very Low,Very Low,N-Very Low,N-Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,Average,177.916676148
2014-04-21,Average,Average,High,High,High,High,Average,Average,Low,Low,Average,Average,Average,Very Low,Very Low,Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Average,178.511837261
2014-04-22,Low,Average,Average,High,High,Average,Average,Average,Low,Low,Low,Average,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Average,179.306669989
2014-04-23,Low,Low,Average,Average,High,Average,Average,Average,Low,Low,Low,Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Average,179.181523829
2014-04-24,Low,Low,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Average,179.593268481
2014-04-25,Average,Low,Low,Low,Average,Average,Average,Average,Low,Low,Low,Low,Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,178.233837687
2014-04-28,Average,Low,Low,Low,Low,Average,Average,Average,Low,Low,Low,Low,Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,178.579673951
2014-04-29,High,Average,Low,Low,Low,Average,Average,Average,Average,Low,Low,Low,Low,N-Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,179.28469761
2014-04-30,Low,High,Average,Low,Low,Average,Average,Average,Low,Average,Low,Low,Low,Very Low,N-Very Low,N-Very Low,N-Very Low,N-Very Low,Low,Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,179.647720585
2014-05-01,Average,Low,High,Average,Low,Average,Average,Average,Low,Low,Average,Low,Low,Very Low,Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,179.884644022
2014-05-02,Average,Average,Low,High,Average,Average,Average,Average,Low,Low,Low,Average,Low,Very Low,Very Low,Very Low,N-Very Low,N-Very Low,Very Low,N-Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,179.729877299
2014-05-05,Average,Average,Average,Low,High,Average,Average,Average,Low,Low,Low,Low,Average,N-Very Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,N-Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,179.635300873
2014-05-06,Low,Average,Average,Average,Low,Average,Average,Average,Low,Low,Low,Low,Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,N-Very Low,High,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,178.785062867
2014-05-07,Low,Low,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,N-Very Low,Very Low,N-Very Low,Very Low,Very Low,N-Very Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,179.35157603
2014-05-08,Average,Low,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,Very Low,N-Very Low,Very Low,N-Very Low,Very Low,N-Very Low,Very Low,High,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,179.303801928
2014-05-09,Average,Average,Low,Low,Average,Average,Average,Average,Low,Low,Low,Low,Low,N-Very Low,Very Low,N-Very Low,Very Low,N-Very Low,Very Low,Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,179.491054701
2014-05-12,Low,Average,Average,Low,Low,Average,Average,Average,Low,Low,Low,Low,Low,Very Low,N-Very Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,181.02720564
2014-05-13,Low,Low,Average,Average,Low,Average,Average,Average,Low,Low,Low,Low,Low,Very Low,Very Low,N-Very Low,Very Low,N-Very Low,Very Low,Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,181.496275763
2014-05-14,Low,Low,Low,Average,Average,Average,Average,Average,Low,Low,Low,Low,Low,N-Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,180.822766521
2014-05-15,Low,Low,Average,Low,Average,Average,Average,Average,Low,Low,Low,Low,Low,N-Very Low,N-Very Low,Very Low,Very Low,N-Very Low,Very Low,Low,Average,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,179.394555128
2014-05-16,High,Low,Low,Average,Low,Average,Average,Average,Average,Low,Low,Low,Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,N-Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,179.49391522
2014-05-19,Average,High,Low,Low,Average,Average,Average,Average,Low,Average,Low,Low,Low,Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,180.006928081
2014-05-20,Low,Average,High,Low,Low,Average,Average,Average,Very Low,Low,Average,Low,Low,Very Low,Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,179.486272339
2014-05-21,Average,Low,Average,High,Low,Average,Average,Average,Low,Very Low,Low,Average,Low,N-Very Low,Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,180.382368334
2014-05-22,Average,Average,Low,Average,High,Average,Average,Average,Low,Low,Very Low,Low,Average,Very Low,N-Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,181.002367288
2014-05-23,Low,Average,Average,Low,Average,Average,Average,Average,Very Low,Low,Low,Very Low,Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,181.6768325
2014-05-27,Low,Low,Average,Average,Low,Average,Average,Average,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,182.831818569
2014-05-28,Low,Low,Low,Average,Average,Low,Average,Average,Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,182.870034321
2014-05-29,Low,Low,Low,Low,Average,Low,Average,Average,Low,Low,Very Low,Very Low,Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,183.61804698
2014-05-30,Low,Low,Low,Low,Low,Low,Average,Average,Low,Low,Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,183.931389953
2014-06-02,Low,Low,Low,Low,Low,Low,Low,Average,Low,Low,Low,Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,184.29632372
2014-06-03,Low,Low,Low,Low,Low,Low,Low,Average,Low,Low,Low,Low,Low,N-Very Low,Very Low,Very Low,N-Very Low,Very Low,Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,184.080425171
2014-06-04,Low,Low,Low,Low,Low,Low,Low,Average,Low,Low,Low,Low,Low,Very Low,N-Very Low,Very Low,Very Low,N-Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,184.35269473
2014-06-05,Low,Low,Low,Low,Low,Low,Low,Average,Very Low,Low,Low,Low,Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,185.46468892
2014-06-06,Average,Low,Low,Low,Low,Low,Low,Average,Low,Very Low,Low,Low,Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,186.505039563
2014-06-09,Low,Average,Low,Low,Low,Low,Low,Average,Low,Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,186.776352791
2014-06-10,Low,Low,Average,Low,Low,Low,Low,Average,Low,Low,Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,186.786860862
2014-06-11,Low,Low,Low,Average,Low,Low,Low,Average,Very Low,Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,186.20601791
2014-06-12,Low,Low,Low,Low,Average,Low,Low,Average,Low,Very Low,Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,185.222988357
2014-06-13,Average,Low,Low,Low,Low,Low,Low,Average,Low,Low,Very Low,Low,Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,185.396864582
2014-06-16,Low,Average,Low,Low,Low,Low,Low,Average,Low,Low,Low,Very Low,Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,185.49525484
2014-06-17,Average,Low,Average,Low,Low,Low,Low,Average,Low,Low,Low,Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,185.893632842
2014-06-18,Average,Average,Low,Average,Low,Low,Low,Average,Low,Low,Low,Low,Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,187.082050013
2014-06-19,Average,Average,Average,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,Very Low,Very Low,Very Low,Very Low,N-Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,187.68772328
2014-06-20,Average,Average,Average,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,188.109067483
2014-06-23,Average,Average,Average,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,188.057235758
2014-06-24,Low,Average,Average,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,187.131884112
2014-06-25,Average,Low,Average,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,187.366101431
2014-06-26,Average,Average,Low,Average,Average,Average,Low,Average,Low,Low,Low,Low,Low,Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,187.652154701
2014-06-27,Average,Average,Average,Low,Average,Average,Average,Average,Low,Low,Average,Low,Average,N-Very Low,Very Low,N-Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,187.726069591
2014-06-30,Low,Average,Average,Average,Low,Average,Average,Average,Low,Low,Low,Average,Low,Very Low,N-Very Low,Very Low,N-Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,187.866211438
2014-07-01,Low,Low,Average,Average,Average,Average,Average,Average,Low,Low,Low,Low,Average,Very Low,Very Low,N-Very Low,Very Low,N-Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,188.890424888
